"step","outlet_flow"
0.0,0.95767903
1000.0,0.06561352
2000.0,0.05929713
3000.0,0.07709058
6000.0,0.8608924150466919
8000.0,1.1354877948760986
10000.0,1.241953730583191
12000.0,1.2725166082382202
14000.0,1.2820630073547363
16000.0,1.307294249534607
18000.0,1.2880477905273438
20000.0,1.289267659187317
22000.0,1.3025280237197876
24000.0,1.295843482017517
26000.0,1.3010013103485107
28000.0,1.312913179397583
30000.0,1.2999041080474854
32000.0,1.2803680896759033
34000.0,1.3110675811767578
36000.0,1.3129198551177979
38000.0,1.3074705600738525
40000.0,1.3139605522155762
42000.0,1.319515585899353
44000.0,1.3276375532150269
46000.0,1.3159871101379395
48000.0,1.3138943910598755
50000.0,1.3166656494140625
52000.0,1.3119442462921143
54000.0,1.3208153247833252
56000.0,1.328073263168335
58000.0,1.3217270374298096
60000.0,1.314182996749878
62000.0,1.3202177286148071
64000.0,1.318921685218811
66000.0,1.3154393434524536
68000.0,1.320995807647705
70000.0,1.3210995197296143
72000.0,1.3201324939727783
74000.0,1.2982761859893799
76000.0,1.3209781646728516
78000.0,1.3145291805267334
80000.0,1.2874212265014648
82000.0,1.3279330730438232
84000.0,1.3287239074707031
86000.0,1.3223795890808105
88000.0,1.3234009742736816
90000.0,1.307563066482544
92000.0,1.3183798789978027
94000.0,1.3290483951568604
96000.0,1.3239977359771729
98000.0,1.3232285976409912
100000.0,1.3225762844085693
102000.0,1.3325166702270508
104000.0,1.326319694519043
106000.0,1.325340747833252
108000.0,1.3251796960830688
110000.0,1.323185920715332
112000.0,1.3281612396240234
114000.0,1.3259533643722534
116000.0,1.3285584449768066
118000.0,1.3279852867126465
120000.0,1.3335436582565308
122000.0,1.328920602798462
124000.0,1.322209358215332
126000.0,1.3314319849014282
128000.0,1.3103454113006592
130000.0,1.3238129615783691
132000.0,1.3264732360839844
134000.0,1.3246848583221436
136000.0,1.3299124240875244
138000.0,1.334460973739624
140000.0,1.3317747116088867
142000.0,1.327789306640625
144000.0,1.3356561660766602
146000.0,1.33381986618042
148000.0,1.327207326889038
150000.0,1.3266385793685913
152000.0,1.3259532451629639
154000.0,1.3281188011169434
156000.0,1.3305377960205078
158000.0,1.3251053094863892
160000.0,1.3284101486206055
162000.0,1.3291038274765015
166000.0,1.333204746246338
168000.0,1.3304451704025269
170000.0,1.3298375606536865
172000.0,1.3301255702972412
174000.0,1.3368279933929443
176000.0,1.3290801048278809
178000.0,1.3335494995117188
180000.0,1.3307430744171143
182000.0,1.3314106464385986
184000.0,1.331581950187683
186000.0,1.3300576210021973
188000.0,1.3306224346160889
190000.0,1.3306869268417358
192000.0,1.3233978748321533
194000.0,1.3305742740631104
196000.0,1.3283419609069824
198000.0,1.3312746286392212
200000.0,1.325310230255127
202000.0,1.3309156894683838
204000.0,1.3314049243927002
206000.0,1.328858733177185
208000.0,1.3341156244277954
210000.0,1.3307976722717285
212000.0,1.3285064697265625
214000.0,1.3319714069366455
216000.0,1.3306517601013184
218000.0,1.331765055656433
220000.0,1.3309606313705444
222000.0,1.3313560485839844
224000.0,1.329013705253601
226000.0,1.3313751220703125
228000.0,1.3276104927062988
230000.0,1.3331726789474487
232000.0,1.3299500942230225
234000.0,1.330259084701538
236000.0,1.3291605710983276
238000.0,1.3270761966705322
240000.0,1.33123779296875
242000.0,1.3305331468582153
244000.0,1.3287594318389893
246000.0,1.3287100791931152
248000.0,1.326409935951233
250000.0,1.3322136402130127
252000.0,1.3307075500488281
254000.0,1.3289897441864014
256000.0,1.3303427696228027
258000.0,1.3315153121948242
260000.0,1.331324577331543
262000.0,1.3316868543624878
264000.0,1.331350564956665
266000.0,1.3313484191894531
268000.0,1.3306560516357422
270000.0,1.3326096534729004
272000.0,1.3315362930297852
274000.0,1.3283449411392212
276000.0,1.331998586654663
278000.0,1.3313080072402954
280000.0,1.332062840461731
282000.0,1.3304269313812256
284000.0,1.3300702571868896
286000.0,1.3323414325714111
288000.0,1.3303910493850708
290000.0,1.3316705226898193
292000.0,1.3311591148376465
294000.0,1.3313946723937988
296000.0,1.3296469449996948
298000.0,1.3313486576080322
300000.0,1.3317413330078125
302000.0,1.3310329914093018
304000.0,1.3310084342956543
306000.0,1.3308595418930054
308000.0,1.3303369283676147
310000.0,1.3316516876220703
312000.0,1.331396460533142
314000.0,1.3312770128250122
316000.0,1.331699252128601
318000.0,1.3313889503479004
320000.0,1.331508994102478
322000.0,1.331351399421692
324000.0,1.3303964138031006
326000.0,1.3314528465270996
328000.0,1.3310868740081787
330000.0,1.3311874866485596
332000.0,1.3321630954742432
334000.0,1.3315117359161377
336000.0,1.3297145366668701
338000.0,1.331331491470337
340000.0,1.3316930532455444
342000.0,1.331433653831482
344000.0,1.331435203552246
346000.0,1.3322980403900146
348000.0,1.3308613300323486
350000.0,1.3316309452056885
352000.0,1.331447720527649
354000.0,1.3310226202011108
356000.0,1.3310468196868896
358000.0,1.3330574035644531
360000.0,1.3317822217941284
362000.0,1.3317673206329346
364000.0,1.3308430910110474
366000.0,1.3316354751586914
368000.0,1.3315870761871338
370000.0,1.3315566778182983
372000.0,1.3320093154907227
374000.0,1.3322117328643799
376000.0,1.3326294422149658
378000.0,1.3317906856536865
380000.0,1.3320673704147339
382000.0,1.330583930015564
